sentence,source_text,true_value,label,suite,variant,source_index,template,action,slots_json,nature_score,nature_score_norm,nature_group,error
People praised a caretaker for watching over a seedling in the soil at sunrise.,People praised a caretaker for watching over the natural habitat at sunrise.,nature,nature,nature_life,plant,634,People praised {agent} for {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a caretaker"", ""patient"": ""the natural habitat"", ""place"": ""at sunrise"", ""sample_index"": 634}",98.0,0.98,plant,
People praised a ranger for tending a moss patch on the stone on the hillside.,People praised a ranger for tending the woodland on the hillside.,nature,nature,nature_life,plant,635,People praised {agent} for {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""place"": ""on the hillside"", ""sample_index"": 635}",93.0,0.93,plant,
People praised a volunteer for watching over a sapling by the stream after the rain.,People praised a volunteer for watching over the woodland after the rain.,nature,nature,nature_life,plant,636,People praised {agent} for {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a volunteer"", ""patient"": ""the woodland"", ""place"": ""after the rain"", ""sample_index"": 636}",98.0,0.98,plant,
It was clear that a caretaker spent the day preserving a reed along the bank.,It was clear that a caretaker spent the day preserving the forest.,nature,nature,nature_life,plant,637,It was clear that {agent} spent the day {action} {patient}.,preserving,"{""action"": ""preserving"", ""agent"": ""a caretaker"", ""patient"": ""the forest"", ""sample_index"": 637}",98.0,0.98,plant,
Everyone noticed a ranger cleaning up a shrub beside the path on the hillside.,Everyone noticed a ranger cleaning up the woods on the hillside.,nature,nature,nature_life,plant,638,Everyone noticed {agent} {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a ranger"", ""patient"": ""the woods"", ""place"": ""on the hillside"", ""sample_index"": 638}",92.0,0.92,plant,
People praised a local student for restoring a wildflower near the trail after the rain.,People praised a local student for restoring the grove after the rain.,nature,nature,nature_life,plant,639,People praised {agent} for {action} {patient} {place}.,restoring,"{""action"": ""restoring"", ""agent"": ""a local student"", ""patient"": ""the grove"", ""place"": ""after the rain"", ""sample_index"": 639}",98.0,0.98,plant,
People praised a local student for restoring a tree in the grove near the trail.,People praised a local student for restoring the grove near the trail.,nature,nature,nature_life,plant,640,People praised {agent} for {action} {patient} {place}.,restoring,"{""action"": ""restoring"", ""agent"": ""a local student"", ""patient"": ""the grove"", ""place"": ""near the trail"", ""sample_index"": 640}",98.0,0.98,plant,
People praised a volunteer for watching over a flower in the meadow near the trail.,People praised a volunteer for watching over the natural habitat near the trail.,nature,nature,nature_life,plant,641,People praised {agent} for {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a volunteer"", ""patient"": ""the natural habitat"", ""place"": ""near the trail"", ""sample_index"": 641}",92.0,0.92,plant,
Everyone noticed a volunteer watching over a fern under the canopy on the hillside.,Everyone noticed a volunteer watching over the woods on the hillside.,nature,nature,nature_life,plant,642,Everyone noticed {agent} {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a volunteer"", ""patient"": ""the woods"", ""place"": ""on the hillside"", ""sample_index"": 642}",93.0,0.93,plant,
People praised a ranger for watching over a vine climbing the bark by the river.,People praised a ranger for watching over the woodland by the river.,nature,nature,nature_life,plant,643,People praised {agent} for {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""place"": ""by the river"", ""sample_index"": 643}",98.0,0.98,plant,
It was clear that a volunteer spent the day watching over a seedling in the soil.,It was clear that a volunteer spent the day watching over the grove.,nature,nature,nature_life,plant,644,It was clear that {agent} spent the day {action} {patient}.,watching over,"{""action"": ""watching over"", ""agent"": ""a volunteer"", ""patient"": ""the grove"", ""sample_index"": 644}",98.0,0.98,plant,
People praised a local student for healing a moss patch on the stone at sunrise.,People praised a local student for healing the grove at sunrise.,nature,nature,nature_life,plant,645,People praised {agent} for {action} {patient} {place}.,healing,"{""action"": ""healing"", ""agent"": ""a local student"", ""patient"": ""the grove"", ""place"": ""at sunrise"", ""sample_index"": 645}",98.0,0.98,plant,
"During the storm, a local student kept tending a sapling by the stream.","During the storm, a local student kept tending the woods.",nature,nature,nature_life,plant,646,"During the storm, {agent} kept {action} {patient}.",tending,"{""action"": ""tending"", ""agent"": ""a local student"", ""patient"": ""the woods"", ""sample_index"": 646}",93.0,0.93,plant,
People praised a ranger for preserving a reed along the bank on the hillside.,People praised a ranger for preserving the woods on the hillside.,nature,nature,nature_life,plant,647,People praised {agent} for {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a ranger"", ""patient"": ""the woods"", ""place"": ""on the hillside"", ""sample_index"": 647}",93.0,0.93,plant,
Everyone noticed a volunteer protecting a shrub beside the path on the hillside.,Everyone noticed a volunteer protecting the natural habitat on the hillside.,nature,nature,nature_life,plant,648,Everyone noticed {agent} {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""a volunteer"", ""patient"": ""the natural habitat"", ""place"": ""on the hillside"", ""sample_index"": 648}",93.0,0.93,plant,
"During the storm, the community team kept restoring a wildflower near the trail.","During the storm, the community team kept restoring the grove.",nature,nature,nature_life,plant,649,"During the storm, {agent} kept {action} {patient}.",restoring,"{""action"": ""restoring"", ""agent"": ""the community team"", ""patient"": ""the grove"", ""sample_index"": 649}",93.0,0.93,plant,
People praised a ranger for healing a tree in the grove by the river.,People praised a ranger for healing the natural habitat by the river.,nature,nature,nature_life,plant,650,People praised {agent} for {action} {patient} {place}.,healing,"{""action"": ""healing"", ""agent"": ""a ranger"", ""patient"": ""the natural habitat"", ""place"": ""by the river"", ""sample_index"": 650}",98.0,0.98,plant,
People praised a caretaker for nurturing a flower in the meadow by the river.,People praised a caretaker for nurturing the natural habitat by the river.,nature,nature,nature_life,plant,651,People praised {agent} for {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a caretaker"", ""patient"": ""the natural habitat"", ""place"": ""by the river"", ""sample_index"": 651}",98.0,0.98,plant,
People praised a volunteer for watching over a fern under the canopy by the river.,People praised a volunteer for watching over the grove by the river.,nature,nature,nature_life,plant,652,People praised {agent} for {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a volunteer"", ""patient"": ""the grove"", ""place"": ""by the river"", ""sample_index"": 652}",93.0,0.93,plant,
Everyone noticed a ranger cleaning up a vine climbing the bark on the hillside.,Everyone noticed a ranger cleaning up the grove on the hillside.,nature,nature,nature_life,plant,653,Everyone noticed {agent} {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a ranger"", ""patient"": ""the grove"", ""place"": ""on the hillside"", ""sample_index"": 653}",93.0,0.93,plant,
A local student was safeguarding a seedling in the soil near the trail.,A local student was safeguarding the forest near the trail.,nature,nature,nature_life,plant,654,{agent} was {action} {patient} {place}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a local student"", ""patient"": ""the forest"", ""place"": ""near the trail"", ""sample_index"": 654}",93.0,0.93,plant,
People praised a caretaker for cleaning up a moss patch on the stone at sunrise.,People praised a caretaker for cleaning up the natural habitat at sunrise.,nature,nature,nature_life,plant,655,People praised {agent} for {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a caretaker"", ""patient"": ""the natural habitat"", ""place"": ""at sunrise"", ""sample_index"": 655}",98.0,0.98,plant,
People praised a volunteer for restoring a sapling by the stream near the trail.,People praised a volunteer for restoring the woods near the trail.,nature,nature,nature_life,plant,656,People praised {agent} for {action} {patient} {place}.,restoring,"{""action"": ""restoring"", ""agent"": ""a volunteer"", ""patient"": ""the woods"", ""place"": ""near the trail"", ""sample_index"": 656}",98.0,0.98,plant,
People praised a caretaker for protecting a reed along the bank on the hillside.,People praised a caretaker for protecting the natural habitat on the hillside.,nature,nature,nature_life,plant,657,People praised {agent} for {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""a caretaker"", ""patient"": ""the natural habitat"", ""place"": ""on the hillside"", ""sample_index"": 657}",93.0,0.93,plant,
It was clear that a caretaker spent the day healing a shrub beside the path.,It was clear that a caretaker spent the day healing the woodland.,nature,nature,nature_life,plant,658,It was clear that {agent} spent the day {action} {patient}.,healing,"{""action"": ""healing"", ""agent"": ""a caretaker"", ""patient"": ""the woodland"", ""sample_index"": 658}",98.0,0.98,plant,
People praised a caretaker for nurturing a wildflower near the trail by the river.,People praised a caretaker for nurturing the natural habitat by the river.,nature,nature,nature_life,plant,659,People praised {agent} for {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a caretaker"", ""patient"": ""the natural habitat"", ""place"": ""by the river"", ""sample_index"": 659}",98.0,0.98,plant,
"During the storm, a ranger kept restoring a tree in the grove.","During the storm, a ranger kept restoring the woodland.",nature,nature,nature_life,plant,660,"During the storm, {agent} kept {action} {patient}.",restoring,"{""action"": ""restoring"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""sample_index"": 660}",98.0,0.98,plant,
It was clear that a volunteer spent the day restoring a flower in the meadow.,It was clear that a volunteer spent the day restoring the woods.,nature,nature,nature_life,plant,661,It was clear that {agent} spent the day {action} {patient}.,restoring,"{""action"": ""restoring"", ""agent"": ""a volunteer"", ""patient"": ""the woods"", ""sample_index"": 661}",93.0,0.93,plant,
It was clear that a local student spent the day safeguarding a fern under the canopy.,It was clear that a local student spent the day safeguarding the grove.,nature,nature,nature_life,plant,662,It was clear that {agent} spent the day {action} {patient}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a local student"", ""patient"": ""the grove"", ""sample_index"": 662}",98.0,0.98,plant,
